number,title,created_at,updated_at,closed_at,creator_name,assignees_num,labels_num,state,locked,author_association,comments_num,reactions_+1_num,reactions_-1_num,reactions_laugh_num,reactions_hooray_num,reactions_confused_num,reactions_heart_num,reactions_rocket_num,reactions_eyes_num,reactions_total_num,time_to_next_issue,creator_company,creator_followers_num,creator_following_num,creator_public_repos_num,creator_public_gists_num,creator_created_at,creator_updated_at
13904,[Bug]: the jest tests performance dropped badly from node 14 to 19,1676280387,1701419242,,adcorduneanu,0,3,open,0,NONE,26,16,0,0,0,0,0,0,3,19,24296.0,,1,1,19,0,1375953169,1729259645
13906,[Bug]: Unexpected import statement in CJS module.,1676304683,1679011684,1676370714.0,dmaklygin,0,2,closed,1,NONE,7,0,0,0,0,0,0,0,0,0,85181.0,Toptal,7,7,30,0,1339016606,1727861489
13909,"[Bug]: Enforcing import assertions should have been a BREAKING CHANGE, made worse by inability to pin jest to a specific version, (and made yet worse by TC39's decision to demote import-assertions to stage 2)",1676389864,1679098096,1676455063.0,broofa,0,2,closed,1,CONTRIBUTOR,10,0,0,0,0,0,0,0,0,0,28832.0,,573,0,64,30,1260226136,1722874135
13913,[Bug]: Mismatch between type and implementation of `transform` in `ProjectConfig`,1676418696,1679098094,1676466764.0,steveluscher,0,2,closed,1,NONE,4,0,0,0,0,0,0,0,0,0,33415.0,,742,1,56,22,1213121292,1723070310
13914,"[Bug]: error given ""Class constructor NodeEnvironment cannot be invoked without 'new')"" on custom jest environment es5 compiled version",1676452111,1679184544,1676452645.0,megetron,0,2,closed,1,NONE,4,0,0,0,0,0,0,0,0,0,27729.0,,0,0,8,0,1349640102,1729023518
13916,[Bug]: mockReset restoring mocks instead of resetting them,1676479840,1684368458,1681742491.0,trivikr,0,3,closed,1,CONTRIBUTOR,15,0,0,0,0,0,0,0,0,0,4471.0,@aws,447,193,166,3,1448497920,1727868548
13917,[Bug]: Random memory leak,1676484311,1684282145,1681669456.0,SebTVisage,0,3,closed,1,NONE,4,0,0,0,0,0,0,0,0,0,27829.0,@visageae ,0,1,0,0,1586860716,1727957274
13919,[Bug]: no json test results written to outputFile when tests fail while --bail=true  ,1676512140,1685146108,1682496281.0,adrian-gierakowski,0,3,closed,1,NONE,10,0,0,0,0,0,0,0,0,0,35798.0,,43,9,118,1,1278976546,1729110400
13925,[Bug]: jest.restoreAllMocks behavior changed/broken,1676547938,1688947781,1686330252.0,jmandawg,0,3,closed,1,NONE,35,8,0,0,0,0,0,0,0,8,9973.0,,5,0,20,0,1357252620,1708007207
13927,[Bug]: jest.fn() no longer supports direct implementations with return values as parameter,1676557911,1679184541,1676560604.0,jeremy-brooks,0,2,closed,1,NONE,3,0,0,0,0,0,0,0,0,0,2189.0,,5,9,42,0,1334736622,1729063375
13928,[Bug]: The ProjectConfig moduleNameMapper type inside @jest/types is not consistent with others and documentation,1676560100,1681776468,1679164271.0,jgornick,0,2,closed,1,NONE,9,0,0,0,0,0,0,0,0,0,14933.0,,46,19,58,122,1209430261,1728144036
13930,"[Bug]: when both `--watch` and `--watchAll=false` is passed, suite failures are ignored",1676575033,1679789326,1677141765.0,ericbf,0,2,closed,1,NONE,4,0,0,0,0,0,0,0,0,0,347246.0,@ericmakesapps,4,4,27,0,1349318925,1717285067
13940,[Bug]: SyntaxError: Cannot use import statement outside a module,1676922279,1679616502,1676967000.0,Jeet989,0,2,closed,1,NONE,2,0,0,0,0,0,0,0,0,0,75453.0,,6,9,11,0,1530786088,1728999405
13943,"[Bug]: Jest has randomly broken, ""Cannot find module 'jest-sequencer-/Users/Work/node_modules/@jest/test-sequencer/build/index.js""",1676997732,1687478977,1684883062.0,paul-uz,0,3,closed,1,NONE,18,0,0,0,0,0,0,0,0,0,297744.0,Urban Zoo,1,6,7,2,1604313763,1720015898
13955,[Bug]: 使用import.meta.glob报错TypeError: {(intermediate value)}.glob is not a function,1677295476,1680221272,1677320895.0,chengup-git,0,2,closed,1,NONE,4,0,0,0,0,0,0,0,0,0,189448.0,,0,0,7,0,1573702117,1712800658
13959,[Bug]: .json is unconditionally treated as JSON,1677484924,1680221271,1677485338.0,wmertens,0,3,closed,1,CONTRIBUTOR,2,0,0,0,0,0,0,0,0,0,106361.0,@StratoKit,137,18,240,23,1234789161,1729412736
13963,[Bug]: Comparing dispatched events fails with TypeError: Method Map.prototype.entries called on incompatible receiver [object Map],1677591285,1685405274,1682777031.0,davidaurelio,0,3,closed,1,CONTRIBUTOR,4,0,0,0,0,0,0,0,0,0,924.0,@Adobe,279,3,92,26,1259327438,1726748559
13964,"[Bug]: ""focused"" test status is undocumented",1677592209,1688083709,1685426696.0,mdentremont,0,3,closed,1,NONE,6,0,0,0,0,0,0,0,0,0,11274.0,,9,2,20,6,1317861045,1729021632
13967,[Bug]: This module cannot be imported from a Client Component module. It should only be used from a Server Component.,1677603483,1688429390,1685808251.0,felipedeboni,0,3,closed,1,NONE,16,0,0,0,0,0,0,0,0,0,11463.0,Hello Innovation,9,7,30,2,1303103329,1729286587
13968,[Bug]: objectContaining does not properly match Map values,1677614946,1685491699,1682856279.0,chasingmaxwell,0,3,closed,1,NONE,5,0,0,0,0,0,0,0,0,0,8856.0,@appfolio ,29,11,68,18,1356545873,1712720176
13969,[Bug]: jest.restoreAllMocks(); breaks global mock,1677623802,1680307685,1677661327.0,akaNightmare,0,2,closed,1,NONE,5,0,0,0,0,0,0,0,0,0,44360.0,Brightgrove,9,1,34,3,1365936647,1725355345
13971,[Bug]: Test Suite Fails returns 0 exit code,1677668162,1685491702,1682852817.0,gabrielOttopia,0,3,closed,1,NONE,3,1,0,0,0,0,0,0,0,1,21918.0,,1,0,4,0,1582642459,1729507355
13976,[Bug]: Worker exits but jest process never finishes (continuation),1677690080,1688738429,1681898946.0,juan-fernandez,0,2,closed,1,NONE,7,22,0,0,0,0,0,0,1,23,144890.0,@DataDog ,18,14,69,0,1476291935,1724923578
13979,[Bug]: Babel transpilation is not working for `swiper` module,1677834970,1680480460,1677835116.0,zzzorgo,0,2,closed,1,NONE,2,0,0,0,0,0,0,0,0,0,2362.0,,3,2,26,0,1456325917,1728488074
13980,[Bug]: import JSON fails when coverage is enabled,1677837332,1688484657,1680943156.0,armfazh,0,2,closed,1,NONE,4,0,0,0,0,0,0,0,0,0,268825.0,@cloudflare ,94,38,76,22,1419824717,1727279200
13984,"[Bug]: ""Unknown option ..."" warning when overriding a field from jest.preset.js in a jest.config.ts ",1678106157,1686614952,1684001070.0,hasanayan,0,3,closed,1,NONE,6,0,0,0,0,0,0,0,1,1,106711.0,@cerbos ,32,7,21,1,1410372913,1729171368
13988,[Bug]: Fake timers not working on custom environment,1678212868,1686096497,1683468230.0,ferenckv,0,3,closed,1,NONE,6,0,0,0,0,0,0,0,0,0,73757.0,,1,0,7,1,1432237734,1729125261
13990,[Bug]: normalize path on rootDir and testMatch <rootDir> are different,1678286625,1686874070,1684249467.0,nico-richter,0,3,closed,1,NONE,5,1,0,0,0,0,0,0,0,1,53356.0,,0,0,0,0,1668778986,1678283980
13993,[Bug]: incorrect error locations are reported for `undefined is not iterable` errors,1678339981,1681690059,1679051612.0,MaddyGuthridge,0,2,closed,1,NONE,3,0,0,0,0,0,0,0,0,0,33487.0,Course admin of COMP1010 at UNSW,57,30,78,11,1503733703,1727609255
13996,[Bug]: uncaught async error crashes jest --watch,1678373468,1684195671,1681589096.0,benjaminjkraft,0,2,closed,1,CONTRIBUTOR,5,1,0,0,0,0,0,0,0,1,526773.0,,70,0,91,9,1249264349,1727543866
14009,[Bug]: Coverage is not being outputted if 'summary' is listed as a reporter,1678900241,1681517268,1678915614.0,Asaf-S,0,2,closed,1,CONTRIBUTOR,6,0,0,0,0,0,0,0,0,0,15068.0,,4,4,25,0,1421182948,1726111884
